workunit,swathpolygon_link
UT_WestEast_7_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_7_B22/spatial_metadata/USGS/USGS_UT_WestEast_7_Swath_Poly/USGS_UT_WestEast_7_Swath_Poly.shp
UT_WestEast_8_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_8_B22/spatial_metadata/USGS/USGS_UT_WestEast_8_B22_Swath_Poly.shp
AZ_CenCoconino_3_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_CentralCoconino_B22/AZ_CenCoconino_3_B22/spatial_metadata/USGS/USGS_AZ_CenCoconino_3_B22_Swath_Poly/USGS_AZ_CenCoconino_3_B22_Swath_Poly.shp
AZ_CenCoconino_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_CentralCoconino_B22/AZ_CenCoconino_1_B22/spatial_metadata/USGS/USGS_AZ_CenCoconino_1_B22_Swath_Polygons.shp
NV_ClarkCo_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_ClarkCounty_B22/NV_ClarkCo_1_B22/spatial_metadata/USGS/USGS_NV_ClarkCo_1_B22_Swath_Poly.shp
NV_ClarkCo_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_ClarkCounty_B22/NV_ClarkCo_2_B22/spatial_metadata/USGS/USGS_NV_ClarkCo_2_B22_Swath_Poly/NV_ClarkCo_2_B22_Swath_Poly.shp
WA_NorthEast_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_NorthEast_B22/WA_NorthEast_1_B22/spatial_metadata/USGS/USGS_WA_NorthEast_1_B22_Swath_Poly.shp
MT_StatewideP4_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_2_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_2_B22_Swath_Poly.shp
AZ_CenCoconino_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_CentralCoconino_B22/AZ_CenCoconino_2_B22/spatial_metadata/USGS/Swath_Polygon/USGS_AZ_CenCoconino_2_Swath_Poly.shp
MT_StatewideP4_6_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_6_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_6_B22_Swath_Poly.shp
MT_StatewideP4_5_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_5_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_5_B22_SWATH_POLY.shp
OR_SWCentralSycan_4_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_SouthwestCentralSycan_2021_B21/OR_SWCentralSycan_4_B21/spatial_metadata/USGS/USGS_OR_SWCentralSycan_4_B21_Swath_Poly.shp
UT_WestEast_3_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_3_B22/spatial_metadata/USGS/USGS_UT_WestEast_3_B22_Swath_Poly.shp
MT_StatewideP4_4_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_4_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_4_FlightLineSwath.shp
MT_StatewideP4_3_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_3_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_3_B22_SwathPoly.shp
AK_NativeAKVillages_3_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_NativeAlaskanVillages_D22/AK_NativeAKVillages_3_D22/spatial_metadata/USGS/USGS_AK_NativeAKVillages_3_D22_SWATH_POLY.shp
AK_NativeAKVillages_2_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_NativeAlaskanVillages_D22/AK_NativeAKVillages_2_D22/spatial_metadata/USGS/USGS_AK_NativeAKVillages_2_D22_Swath_Poly.shp
AK_NativeAKVillages_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_NativeAlaskanVillages_D22/AK_NativeAKVillages_1_D22/spatial_metadata/USGS/USGS_AK_NativeAKVillages_1_D22_Swath_Poly/USGS_AK_NativeAKVillages_1_D22_Swath_Poly.shp
OR_UmatillaWallowaWhitman_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_UmatillaWallowaWhitman_B22/OR_UmatillaWallowaWhitman_1_B22/spatial_metadata/USGS/USGS_OR_UmatillaWallowaWhitman_1_B22_Swath_Poly.shp
UT_WestEast_10_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_10_B22/spatial_metadata/USGS/USGS_UT_WestEast_10_B22_SwathPolygon.shp
AK_NativeAKVillages_4_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_NativeAlaskanVillages_D22/AK_NativeAKVillages_4_D22/spatial_metadata/USGS/USGS_AK_NativeAKVillages_4_D22_Swath_Poly.shp
MT_StatewideP4_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_1_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_1_B22_SwathPoly.shp
UT_WestEast_4_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_4_B22/spatial_metadata/USGS/USGS_UT_WestEast_4_B22_SWATH_POLY.shp
UT_WestEast_6_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_6_B22/spatial_metadata/USGS/USGS_UT_WestEast_6_B22_Swath_Poly/USGS_UT_WestEast_6_B22_Swath_Poly.shp
UT_WestEast_5_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_5_B22/spatial_metadata/USGS/USGS_UT_WestEast_5_B22_Swath_Poly.shp
MT_StatewideP4_7_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_7_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_7_B22_SwathPoly/USGS_MT_StatewideP4_7_B22_SwathPoly.shp
UT_WestEast_9_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_9_B22/spatial_metadata/USGS/USGS_UT_WestEast_9_B22_SwathPolygon.shp
AK_SELandslides_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_SouthEastLandslides_D22/AK_SELandslides_1_D22/spatial_metadata/USGS/USGS_AK_SELandslides_1_D22_Swath_Poly/USGS_AK_SELandslides_1_D22_Swath_Poly.shp
AZ_NavajoNation_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_NavajoNation_D22/AZ_NavajoNation_1_D22/spatial_metadata/USGS/USGS_AZ_NavajoNation_1_D22_Swath_Poly.shp
UT_FishSprings_Topobathymetric_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_FishSprings_TB_D22/UT_FishSprings_Topobathymetric_D22/spatial_metadata/USGS/USGS_UT_FishSpings_Topobathymetric_D22_Swath_Poly.shp
ND_Phase10_1_C23,s3://prd-tnm/StagedProducts/Elevation/metadata/ND_Lidar_Phase10/ND_Phase10_1_C23/spatial_metadata/USGS/USGS_ND_Phase10_1_C23_SwathPolygon.shp
UT_WestEast_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_1_B22/spatial_metadata/USGS/USGS_UT_WestEast_1_B22_Swath_Poly.shp
CA_SaltonSea_EarthMRI_3_D21,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SaltonSea_EarthMRI_2021_D21/CA_SaltonSea_EarthMRI_3_D21/spatial_metadata/USGS/USGS_CA_SaltonSea_EarthMRI_3_D21_SwathPolygon.shp
OR_SouthEast_2_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_SouthEast_D22/OR_SouthEast_2_D22/spatial_metadata/USGS/USGS_OR_SouthEast_2_D22_SwathPolygon.shp
NY_Hudson_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/NY_Hudson_D22/NY_Hudson_1_D22/spatial_metadata/USGS/USGS_NY_Hudson_1_D22_Swath_Poly.shp
KY_CentralEast_1_A23,s3://prd-tnm/StagedProducts/Elevation/metadata/KY_CentralEast_A23/KY_CentralEast_1_A23/spatial_metadata/USGS/USGS_KY_CentralEast_1_A23_SWATH_POLY.shp
VA_NorthernVA_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/VA_NorthernVA_B22/VA_NorthernVA_2_B22/spatial_metadata/USGS/USGS_VA_NorthernVA_2_B22_Swath_Poly.shp
OK_Statewide_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/OK_Statewide_D22/OK_Statewide_1_D22/spatial_metadata/USGS/USGS_OK_Statewide_1_D22_Swath_Poly.shp
OK_Statewide_2_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/OK_Statewide_D22/OK_Statewide_2_D22/spatial_metadata/USGS/USGS_OK_Statewide_2_D22_SWATH_POLY.shp
KY_CentralEast_2_A23,s3://prd-tnm/StagedProducts/Elevation/metadata/KY_CentralEast_A23/KY_CentralEast_2_A23/spatial_metadata/USGS/USGS_KY_CentralEast_2_A23_Swath_Polygon/USGS_KY_CentralEast_2_A23_Swath_Polygon.shp
TX_LowerRioGrande_4_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_LowerRioGrande_D22/TX_LowerRioGrande_4_D22/spatial_metadata/USGS/USGS_TX_LowerRioGrande_4_D22_SWATH_POLY.shp
TX_LowerRioGrande_2_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_LowerRioGrande_D22/TX_LowerRioGrande_2_D22/spatial_metadata/USGS/USGS_TX_LowerRioGrande_2_D22_Swath_Poly.shp
TX_LowerRioGrande_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_LowerRioGrande_D22/TX_LowerRioGrande_1_D22/spatial_metadata/USGS/USGS_TX_LowerRioGrande_1_D22_SWATH_POLY.shp
KY_CentralEast_3_A23,s3://prd-tnm/StagedProducts/Elevation/metadata/KY_CentralEast_A23/KY_CentralEast_3_A23/spatial_metadata/USGS/USGS_KY_CentralEast_3_A23_SwathPoly.shp
TX_LowerRioGrande_3_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_LowerRioGrande_D22/TX_LowerRioGrande_3_D22/spatial_metadata/USGS/USGS_TX_LowerRioGrande_3_D22_Swath_Poly/USGS_TX_LowerRioGrande_3_D22_Swath_Poly.shp
AZ_Mohave_4_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_Mohave_D23/AZ_Mohave_4_D23/spatial_metadata/USGS/USGS_AZ_Mohave_4_D23_SWATH_POLY.shp
AZ_Mohave_2_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_Mohave_D23/AZ_Mohave_2_D23/spatial_metadata/USGS/USGS_AZ_Mohave_2_D23_Swath_Poly/USGS_AZ_Mohave_2_D23_Swath_Poly.shp
MO_SouthernMO_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_SouthernMO_D22/MO_SouthernMO_1_D22/spatial_metadata/USGS/USGS_MO_SouthernMO_1_D22_SwathPolygon.shp
AZ_Mohave_3_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_Mohave_D23/AZ_Mohave_3_D23/spatial_metadata/USGS/USGS_AZ_Mohave_3_D23_Swath_Poly.shp
MO_SouthernMO_2_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_SouthernMO_D22/MO_SouthernMO_2_D22/spatial_metadata/USGS/USGS_MO_SouthernMO_2_D22_SwathPolygon.shp
MO_7Co_1_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_7County_D23/MO_7Co_1_D23/spatial_metadata/USGS/USGS_MO_7Co_1_D23_swath_poly/USGS_MO_7Co_1_D23_Swath_Poly.shp
MN_RiverEast_1_B23,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_RiverEast_B23/MN_RiverEast_1_B23/spatial_metadata/USGS/USGS_MN_RiverEast_1_B23_Swath_Poly.shp
WI_2County_1_B23,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_2County_B23/WI_2County_1_B23/spatial_metadata/USGS/USGS_WI_2County_1_B23_SwathPoly/USGS_WI_2County_1_B23_SwathPoly.shp
MN_RiverWest_1_B23,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_RiverWest_B23/MN_RiverWest_1_B23/spatial_metadata/USGS/USGS_MN_RiverWest_1_B23_SWATH_POLY.shp
MN_RiverWest_2_B23,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_RiverWest_B23/MN_RiverWest_2_B23/spatial_metadata/USGS/USGS_MN_RiverWest_2_B23_Swath_Poly.shp
MN_RiverWest_3_B23,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_RiverWest_B23/MN_RiverWest_3_B23/spatial_metadata/USGS/USGS_MN_RiverWest_3_B23_SwathPolygon.shp
CA_FEMALevee_1_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_FEMALevee_D23/CA_FEMALevee_1_D23/spatial_metadata/USGS/USGS_CA_FEMALevee_1_D23_Swath_Poly.shp
AZ_Southwest_3_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_SouthWest_D23/AZ_Southwest_3_D23/spatial_metadata/USGS/USGS_AZ_Southwest_3_D23_Swath_Poly.shp
AZ_Southwest_5_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_SouthWest_D23/AZ_Southwest_5_D23/spatial_metadata/USGS/USGS_AZ_Southwest_5_D23_SwathPoly/USGS_AZ_Southwest_5_D23_SwathPoly.shp
AZ_Southwest_1_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_SouthWest_D23/AZ_Southwest_1_D23/spatial_metadata/USGS/USGS_AZ_Southwest_1_D23_SwathPoly.shp
AZ_Southwest_2_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_SouthWest_D23/AZ_Southwest_2_D23/spatial_metadata/USGS/USGS_AZ_Southwest_2_D23_SWATH_POLY.shp
AZ_Southwest_4_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_SouthWest_D23/AZ_Southwest_4_D23/spatial_metadata/USGS/USGS_AZ_Southwest_4_D23_Swath_Poly/USGS_AZ_Southwest_4_D23_Swath_Poly.shp
AK_NativeAKVillages_5_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_NativeAlaskanVillages_D22/AK_NativeAKVillages_5_D22/spatial_metadata/USGS/USGS_AK_NativeAKVillages_5_D22_Swath_Poly/USGS_AK_NativeAKVillages_5_D22_Swath_Poly.shp
AK_NativeAKVillages_6_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_NativeAlaskanVillages_D22/AK_NativeAKVillages_6_D22/spatial_metadata/USGS/USGS_AK_NativeAKVillages_6_D22_Swath_Polygon/USGS_AK_NativeAKVillages_6_D22_Swath_Polygon.shp
NV_USFSR4_1_D23,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_USFSR4_D23/NV_USFSR4_1_D23/spatial_metadata/USGS/USGS_NV_USFSR4_1_D23_SwathPoly/USGS_NV_USFSR4_1_D23_SwathPoly.shp
AR_NorthEast_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/AR_NorthEast_D22/AR_NorthEast_1_D22/spatial_metadata/USGS/USGS_AR_NorthEast_1_D22_Swath_poly/USGS_AR_NorthEast_1_D22_Swath_Poly.shp
